timestamp,temp,humid,co2,light,class,trip_id,fruit_cate,latitude,longitude,speed_knots,Route,temperature_C,humidity_%,dew_point_C,pressure_hPa,wind_speed_kmh,precipitation_mm,failure_scenario
2024-02-02 00:05:52+00:00,25.28114902500352,88.91418558238679,359.391997429677,19.092813419852604,Good,TRIP_00030,Banana,10.625066607298464,106.80218142416246,9.23,VNSGN-USCHI,24.75,85.25,22.05,1013.2,12.625,0.0,GOOD
2024-02-02 00:15:52+00:00,25.30942751906734,90.32800504563602,360.38950787461175,20.26348604023021,Good,TRIP_00030,Banana,10.625066607298464,106.80218142416246,9.23,VNSGN-USCHI,24.75,85.25,22.05,1013.2,12.625,0.0,GOOD
2024-02-02 00:25:52+00:00,25.296081630014864,89.04296173581541,361.29499145418094,18.490042717783396,Good,TRIP_00030,Banana,10.499167845617556,106.92525785862568,10.48,VNSGN-USCHI,25.6,81.5,22.1,1014.1,16.85,0.0,GOOD
2024-02-02 00:35:52+00:00,25.18430781183748,88.74333729730142,362.1007946964896,19.956463197526503,Good,TRIP_00030,Banana,10.499167845617556,106.92525785862568,10.48,VNSGN-USCHI,25.6,81.5,22.1,1014.1,16.85,0.0,GOOD
2024-02-02 00:45:52+00:00,25.13048153871687,88.6021845039315,363.0019047707903,20.930584400771103,Good,TRIP_00030,Banana,10.499167845617556,106.92525785862568,10.48,VNSGN-USCHI,25.6,81.5,22.1,1014.1,16.85,0.0,GOOD
2024-02-02 00:55:52+00:00,25.374224740425458,89.08680103183241,363.8593503203824,20.662284513619063,Good,TRIP_00030,Banana,10.499167845617556,106.92525785862568,10.48,VNSGN-USCHI,25.6,81.5,22.1,1014.1,16.85,0.0,GOOD
2024-02-02 01:05:52+00:00,25.30457329603336,89.58238432275226,364.6157168763491,19.75425231257296,Good,TRIP_00030,Banana,10.499167845617556,106.92525785862568,10.48,VNSGN-USCHI,25.6,81.5,22.1,1014.1,16.85,0.0,GOOD
2024-02-02 01:15:52+00:00,25.459012338021143,89.61674840227153,365.5128455040049,18.425844713055945,Good,TRIP_00030,Banana,10.499167845617556,106.92525785862568,10.48,VNSGN-USCHI,25.6,81.5,22.1,1014.1,16.85,0.0,GOOD
2024-02-02 01:25:52+00:00,25.14911108841128,89.53474044309847,366.4245996561037,19.06623715908795,Good,TRIP_00030,Banana,10.379691600155168,107.03388459634544,9.62,VNSGN-USCHI,26.45,77.75,22.15,1015.0,21.075,0.0,GOOD
2024-02-02 01:35:52+00:00,25.30715109246333,89.16644622024447,367.2298523602843,18.61928297572775,Good,TRIP_00030,Banana,10.379691600155168,107.03388459634544,9.62,VNSGN-USCHI,26.45,77.75,22.15,1015.0,21.075,0.0,GOOD
2024-02-02 01:45:52+00:00,25.377040495193324,89.48058688320918,368.1212546477906,21.794280843008583,Good,TRIP_00030,Banana,10.379691600155168,107.03388459634544,9.62,VNSGN-USCHI,26.45,77.75,22.15,1015.0,21.075,0.0,GOOD
2024-02-02 01:55:52+00:00,25.42644171499645,88.48594211470623,368.97362167962046,18.581403536984443,Good,TRIP_00030,Banana,10.379691600155168,107.03388459634544,9.62,VNSGN-USCHI,26.45,77.75,22.15,1015.0,21.075,0.0,GOOD
2024-02-02 02:05:52+00:00,25.423151405092145,89.30404483100048,369.84304735071294,20.70498131133272,Good,TRIP_00030,Banana,10.379691600155168,107.03388459634544,9.62,VNSGN-USCHI,26.45,77.75,22.15,1015.0,21.075,0.0,GOOD
2024-02-02 02:15:52+00:00,25.27499893438849,89.44631473575308,370.5808460395745,19.894742865998825,Good,TRIP_00030,Banana,10.379691600155168,107.03388459634544,9.62,VNSGN-USCHI,26.45,77.75,22.15,1015.0,21.075,0.0,GOOD
2024-02-02 02:25:52+00:00,25.391536238451675,88.30062955919708,371.4892579614668,19.655919458688683,Good,TRIP_00030,Banana,10.355360053404173,107.15164909693758,7.11,VNSGN-USCHI,27.3,74.0,22.2,1015.9,25.3,0.0,GOOD
2024-02-02 02:35:52+00:00,25.41074289826131,88.56920097287583,372.36868685634215,19.74181520146366,Good,TRIP_00030,Banana,10.355360053404173,107.15164909693758,7.11,VNSGN-USCHI,27.3,74.0,22.2,1015.9,25.3,0.0,GOOD
2024-02-02 02:45:52+00:00,25.318214896195027,88.49046360731596,373.0770758173955,20.1270122393718,Good,TRIP_00030,Banana,10.355360053404173,107.15164909693758,7.11,VNSGN-USCHI,27.3,74.0,22.2,1015.9,25.3,0.0,GOOD
2024-02-02 02:55:52+00:00,25.65645132770432,88.92333177124193,373.82867373521657,19.09301277459512,Good,TRIP_00030,Banana,10.355360053404173,107.15164909693758,7.11,VNSGN-USCHI,27.3,74.0,22.2,1015.9,25.3,0.0,GOOD
2024-02-02 03:05:52+00:00,25.421534042517823,88.7150858258008,374.7883811216265,17.908400330312737,Good,TRIP_00030,Banana,10.355360053404173,107.15164909693758,7.11,VNSGN-USCHI,27.3,74.0,22.2,1015.9,25.3,0.0,GOOD
2024-02-02 03:15:52+00:00,25.475310141372937,88.98631177720742,375.5162540080132,20.817873512216565,Good,TRIP_00030,Banana,10.355360053404173,107.15164909693758,7.11,VNSGN-USCHI,27.3,74.0,22.2,1015.9,25.3,0.0,GOOD
2024-02-02 03:25:52+00:00,25.40713020109271,89.22870782435957,376.38407757485095,19.93562194919903,Good,TRIP_00030,Banana,10.513008430867725,107.3217289387319,13.8,VNSGN-USCHI,27.234375,74.34375,22.209375,1015.8375,25.153125,0.0,GOOD
2024-02-02 03:35:52+00:00,25.48013927002472,88.8793099341779,377.3239902790392,21.43351548728992,Good,TRIP_00030,Banana,10.513008430867725,107.3217289387319,13.8,VNSGN-USCHI,27.234375,74.34375,22.209375,1015.8375,25.153125,0.0,GOOD
2024-02-02 03:45:52+00:00,25.24252796234223,89.74016428058609,378.28050145004414,22.158728523363106,Good,TRIP_00030,Banana,10.513008430867725,107.3217289387319,13.8,VNSGN-USCHI,27.234375,74.34375,22.209375,1015.8375,25.153125,0.0,GOOD
2024-02-02 03:55:52+00:00,25.474289982361285,88.65540289476787,379.051927847342,20.72783311416587,Good,TRIP_00030,Banana,10.513008430867725,107.3217289387319,13.8,VNSGN-USCHI,27.234375,74.34375,22.209375,1015.8375,25.153125,0.0,GOOD
2024-02-02 04:05:52+00:00,25.53371333208481,88.98905956283062,379.846315378245,21.21805043775651,Good,TRIP_00030,Banana,10.513008430867725,107.3217289387319,13.8,VNSGN-USCHI,27.234375,74.34375,22.209375,1015.8375,25.153125,0.0,GOOD
2024-02-02 04:15:52+00:00,25.455243876300365,89.18911330737042,380.6877457921728,21.93383980092812,Good,TRIP_00030,Banana,10.513008430867725,107.3217289387319,13.8,VNSGN-USCHI,27.234375,74.34375,22.209375,1015.8375,25.153125,0.0,GOOD
2024-02-02 04:25:52+00:00,25.45835436364486,89.42875162579405,381.4259319504413,20.71812827982471,Good,TRIP_00030,Banana,10.668662604515411,107.48036067359826,13.23,VNSGN-USCHI,27.16875,74.6875,22.21875,1015.775,25.00625,0.0,GOOD
2024-02-02 04:35:52+00:00,25.44590810077303,89.54826442824744,382.0122953972679,20.428012840989428,Good,TRIP_00030,Banana,10.668662604515411,107.48036067359826,13.23,VNSGN-USCHI,27.16875,74.6875,22.21875,1015.775,25.00625,0.0,GOOD
2024-02-02 04:45:52+00:00,25.546295262946163,89.46322817931016,382.91334733715945,19.162418608236887,Good,TRIP_00030,Banana,10.668662604515411,107.48036067359826,13.23,VNSGN-USCHI,27.16875,74.6875,22.21875,1015.775,25.00625,0.0,GOOD
2024-02-02 04:55:52+00:00,25.682954342418977,89.19818697003222,383.6944345225396,19.37438370476707,Good,TRIP_00030,Banana,10.668662604515411,107.48036067359826,13.23,VNSGN-USCHI,27.16875,74.6875,22.21875,1015.775,25.00625,0.0,GOOD
2024-02-02 05:05:52+00:00,25.49370726648276,89.18888479598654,384.5779274924075,20.062824599733183,Good,TRIP_00030,Banana,10.668662604515411,107.48036067359826,13.23,VNSGN-USCHI,27.16875,74.6875,22.21875,1015.775,25.00625,0.0,GOOD
2024-02-02 05:15:52+00:00,25.47345346426793,89.0903114868701,385.3047777104546,20.96481058232844,Good,TRIP_00030,Banana,10.668662604515411,107.48036067359826,13.23,VNSGN-USCHI,27.16875,74.6875,22.21875,1015.775,25.00625,0.0,GOOD
2024-02-02 05:25:52+00:00,25.49383409310727,89.05288182351389,386.11543879823296,20.92066671571307,Good,TRIP_00030,Banana,10.8165232951432,107.63776538333312,12.85,VNSGN-USCHI,27.103125,75.03125,22.228125,1015.7125,24.859375,0.0,GOOD
2024-02-02 05:35:52+00:00,25.54216330647909,89.55134373273135,387.0656352559113,18.15019706283577,Good,TRIP_00030,Banana,10.8165232951432,107.63776538333312,12.85,VNSGN-USCHI,27.103125,75.03125,22.228125,1015.7125,24.859375,0.0,GOOD
2024-02-02 05:45:52+00:00,25.371308130680383,88.45302979546577,387.8186508227434,17.120543106527624,Good,TRIP_00030,Banana,10.8165232951432,107.63776538333312,12.85,VNSGN-USCHI,27.103125,75.03125,22.228125,1015.7125,24.859375,0.0,GOOD
2024-02-02 05:55:52+00:00,25.46145407179054,88.80833834686705,388.5407344206438,19.537473139798248,Good,TRIP_00030,Banana,10.8165232951432,107.63776538333312,12.85,VNSGN-USCHI,27.103125,75.03125,22.228125,1015.7125,24.859375,0.0,GOOD
2024-02-02 06:05:52+00:00,25.53987684341597,89.47920691810666,389.1854149493985,20.418118521955588,Good,TRIP_00030,Banana,10.8165232951432,107.63776538333312,12.85,VNSGN-USCHI,27.103125,75.03125,22.228125,1015.7125,24.859375,0.0,GOOD
2024-02-02 06:15:52+00:00,25.67083993239086,89.07348732522861,389.8689187189947,20.539609201583666,Good,TRIP_00030,Banana,10.8165232951432,107.63776538333312,12.85,VNSGN-USCHI,27.103125,75.03125,22.228125,1015.7125,24.859375,0.0,GOOD
2024-02-02 06:25:52+00:00,25.431868357145248,89.20667704381182,356.5017257399827,19.859101445532648,Good,TRIP_00030,Banana,10.98087963158585,107.80896725786886,14.12,VNSGN-USCHI,27.0375,75.375,22.2375,1015.65,24.7125,0.0,GOOD
2024-02-02 06:35:52+00:00,25.2873433464997,89.42506029106192,357.33458947384867,20.39433995146483,Good,TRIP_00030,Banana,10.98087963158585,107.80896725786886,14.12,VNSGN-USCHI,27.0375,75.375,22.2375,1015.65,24.7125,0.0,GOOD
2024-02-02 06:45:52+00:00,25.252494823791736,89.73992438759927,357.9895977009654,20.396774281271128,Good,TRIP_00030,Banana,10.98087963158585,107.80896725786886,14.12,VNSGN-USCHI,27.0375,75.375,22.2375,1015.65,24.7125,0.0,GOOD
2024-02-02 06:55:52+00:00,25.37236322410492,89.16361169318293,358.81017055487064,20.50657530167253,Good,TRIP_00030,Banana,10.98087963158585,107.80896725786886,14.12,VNSGN-USCHI,27.0375,75.375,22.2375,1015.65,24.7125,0.0,GOOD
2024-02-02 07:05:52+00:00,25.41718130215436,90.059443106115,359.5485519836861,21.546536755471507,Good,TRIP_00030,Banana,10.98087963158585,107.80896725786886,14.12,VNSGN-USCHI,27.0375,75.375,22.2375,1015.65,24.7125,0.0,GOOD
2024-02-02 07:15:52+00:00,25.308948935248782,88.94439800009486,360.2477449672248,18.250930565828387,Good,TRIP_00030,Banana,10.98087963158585,107.80896725786886,14.12,VNSGN-USCHI,27.0375,75.375,22.2375,1015.65,24.7125,0.0,GOOD
2024-02-02 07:25:52+00:00,25.19138392849893,88.4261400135875,360.99555424867015,21.38960282814659,Good,TRIP_00030,Banana,11.130033642934364,107.9642553082954,12.8,VNSGN-USCHI,26.971875,75.71875,22.246875,1015.5875,24.565625,0.0,GOOD
2024-02-02 07:35:52+00:00,25.235088927914276,89.44141883025469,361.8707515289207,19.550695613904217,Good,TRIP_00030,Banana,11.130033642934364,107.9642553082954,12.8,VNSGN-USCHI,26.971875,75.71875,22.246875,1015.5875,24.565625,0.0,GOOD
2024-02-02 07:45:52+00:00,25.248575879906934,88.09905601549671,362.548941467845,20.46771707749812,Good,TRIP_00030,Banana,11.130033642934364,107.9642553082954,12.8,VNSGN-USCHI,26.971875,75.71875,22.246875,1015.5875,24.565625,0.0,GOOD
2024-02-02 07:55:52+00:00,25.253331392546603,88.63352443247814,363.3266803114009,20.195346472546973,Good,TRIP_00030,Banana,11.130033642934364,107.9642553082954,12.8,VNSGN-USCHI,26.971875,75.71875,22.246875,1015.5875,24.565625,0.0,GOOD
2024-02-02 08:05:52+00:00,25.274014735329136,88.21972146378137,364.0400004709612,22.000348089106105,Good,TRIP_00030,Banana,11.130033642934364,107.9642553082954,12.8,VNSGN-USCHI,26.971875,75.71875,22.246875,1015.5875,24.565625,0.0,GOOD
2024-02-02 08:15:52+00:00,25.38878784859518,89.0749168581698,364.9087757628065,20.14090736807132,Good,TRIP_00030,Banana,11.130033642934364,107.9642553082954,12.8,VNSGN-USCHI,26.971875,75.71875,22.246875,1015.5875,24.565625,0.0,GOOD
2024-02-02 08:25:52+00:00,25.061968741154743,89.48319600098621,365.8631489594535,19.48905553271304,Good,TRIP_00030,Banana,11.28579325668521,108.12783331460328,13.43,VNSGN-USCHI,26.90625,76.0625,22.25625,1015.525,24.41875,0.0,GOOD
2024-02-02 08:35:52+00:00,25.21575071006829,88.81273922045476,366.6199313562061,18.708783886863817,Good,TRIP_00030,Banana,11.28579325668521,108.12783331460328,13.43,VNSGN-USCHI,26.90625,76.0625,22.25625,1015.525,24.41875,0.0,GOOD
2024-02-02 08:45:52+00:00,25.25354050703676,88.34604285016532,367.3675098009733,18.009400450422635,Good,TRIP_00030,Banana,11.28579325668521,108.12783331460328,13.43,VNSGN-USCHI,26.90625,76.0625,22.25625,1015.525,24.41875,0.0,GOOD
2024-02-02 08:55:52+00:00,25.275342253844787,89.89064553851318,368.0459602663242,19.32258433228524,Good,TRIP_00030,Banana,11.28579325668521,108.12783331460328,13.43,VNSGN-USCHI,26.90625,76.0625,22.25625,1015.525,24.41875,0.0,GOOD
2024-02-02 09:05:52+00:00,25.136697165252425,89.09192775720479,369.0927577244583,20.577897135098837,Good,TRIP_00030,Banana,11.28579325668521,108.12783331460328,13.43,VNSGN-USCHI,26.90625,76.0625,22.25625,1015.525,24.41875,0.0,GOOD
2024-02-02 09:15:52+00:00,25.17303778195021,89.82773081268947,369.9347476392439,19.53707457793635,Good,TRIP_00030,Banana,11.28579325668521,108.12783331460328,13.43,VNSGN-USCHI,26.90625,76.0625,22.25625,1015.525,24.41875,0.0,GOOD
2024-02-02 09:25:52+00:00,25.070121249305224,88.65999783294103,370.7400154850432,19.736594155132728,Good,TRIP_00030,Banana,11.441435657470649,108.2891304443488,13.32,VNSGN-USCHI,26.840625,76.40625,22.265625,1015.4625,24.271875,0.0,GOOD
2024-02-02 09:35:52+00:00,25.047822215019277,88.72537354631785,371.7846600340723,21.096796254441404,Good,TRIP_00030,Banana,11.441435657470649,108.2891304443488,13.32,VNSGN-USCHI,26.840625,76.40625,22.265625,1015.4625,24.271875,0.0,GOOD
2024-02-02 09:45:52+00:00,25.036983426562823,88.8378022762163,372.93669670121295,20.52460900063051,Good,TRIP_00030,Banana,11.441435657470649,108.2891304443488,13.32,VNSGN-USCHI,26.840625,76.40625,22.265625,1015.4625,24.271875,0.0,GOOD
2024-02-02 09:55:52+00:00,25.073679448210815,89.48631643344939,373.8044368476865,21.544474838707792,Good,TRIP_00030,Banana,11.441435657470649,108.2891304443488,13.32,VNSGN-USCHI,26.840625,76.40625,22.265625,1015.4625,24.271875,0.0,GOOD
2024-02-02 10:05:52+00:00,25.136201125662332,89.3039192701674,374.5343299453712,21.03251279282788,Good,TRIP_00030,Banana,11.441435657470649,108.2891304443488,13.32,VNSGN-USCHI,26.840625,76.40625,22.265625,1015.4625,24.271875,0.0,GOOD
2024-02-02 10:15:52+00:00,25.042237987882803,89.24060886421407,375.4813650205679,20.46705717272889,Good,TRIP_00030,Banana,11.441435657470649,108.2891304443488,13.32,VNSGN-USCHI,26.840625,76.40625,22.265625,1015.4625,24.271875,0.0,GOOD
2024-02-02 10:25:52+00:00,25.04468901447741,88.4275257399643,376.22639048805326,20.59131611692798,Good,TRIP_00030,Banana,11.596207780125768,108.4521039154273,13.35,VNSGN-USCHI,26.775,76.75,22.275,1015.4,24.125,0.0,GOOD
2024-02-02 10:35:52+00:00,24.908252501477687,88.79074555939478,376.9053512811174,19.88858122341841,Good,TRIP_00030,Banana,11.596207780125768,108.4521039154273,13.35,VNSGN-USCHI,26.775,76.75,22.275,1015.4,24.125,0.0,GOOD
2024-02-02 10:45:52+00:00,25.06811147264634,88.42224204495525,377.6261894406675,21.57011062203885,Good,TRIP_00030,Banana,11.596207780125768,108.4521039154273,13.35,VNSGN-USCHI,26.775,76.75,22.275,1015.4,24.125,0.0,GOOD
2024-02-02 10:55:52+00:00,25.062928941921395,88.98578927120046,378.3552266346405,18.28357555405603,Good,TRIP_00030,Banana,11.596207780125768,108.4521039154273,13.35,VNSGN-USCHI,26.775,76.75,22.275,1015.4,24.125,0.0,GOOD
2024-02-02 11:05:52+00:00,25.04582307799844,89.224324337026,378.9668838625256,19.921268316332192,Good,TRIP_00030,Banana,11.596207780125768,108.4521039154273,13.35,VNSGN-USCHI,26.775,76.75,22.275,1015.4,24.125,0.0,GOOD
2024-02-02 11:15:52+00:00,25.030736826892447,89.93521194890776,379.73869267428194,21.688017032368915,Good,TRIP_00030,Banana,11.596207780125768,108.4521039154273,13.35,VNSGN-USCHI,26.775,76.75,22.275,1015.4,24.125,0.0,GOOD
2024-02-02 11:25:52+00:00,24.90887042416382,89.24607051696833,380.5900752581652,18.47254737416559,Good,TRIP_00030,Banana,11.756027659271584,108.60575123168243,13.18,VNSGN-USCHI,26.709375,77.09375,22.284375,1015.3375,23.978125,0.0,GOOD
2024-02-02 11:35:52+00:00,24.95675125265961,89.38223911766285,381.337147079342,18.8888361872559,Good,TRIP_00030,Banana,11.756027659271584,108.60575123168243,13.18,VNSGN-USCHI,26.709375,77.09375,22.284375,1015.3375,23.978125,0.0,GOOD
2024-02-02 11:45:52+00:00,24.90804932727958,89.31642621869136,381.924821098098,17.745841320482384,Good,TRIP_00030,Banana,11.756027659271584,108.60575123168243,13.18,VNSGN-USCHI,26.709375,77.09375,22.284375,1015.3375,23.978125,0.0,GOOD
2024-02-02 11:55:52+00:00,24.801005077682294,88.70517357165642,382.71702537236536,19.70169877683629,Good,TRIP_00030,Banana,11.756027659271584,108.60575123168243,13.18,VNSGN-USCHI,26.709375,77.09375,22.284375,1015.3375,23.978125,0.0,GOOD
2024-02-02 12:05:52+00:00,24.88709322358596,89.05178404222117,383.41612742304767,20.267636014163124,Good,TRIP_00030,Banana,11.756027659271584,108.60575123168243,13.18,VNSGN-USCHI,26.709375,77.09375,22.284375,1015.3375,23.978125,0.0,GOOD
2024-02-02 12:15:52+00:00,24.432716140736154,89.56177089084576,384.2152018695579,22.14320518811389,Good,TRIP_00030,Banana,11.756027659271584,108.60575123168243,13.18,VNSGN-USCHI,26.709375,77.09375,22.284375,1015.3375,23.978125,0.0,GOOD
2024-02-02 12:25:52+00:00,24.7749314541622,89.16225915818728,385.13743363231896,21.67529324966822,Good,TRIP_00030,Banana,11.898895612786138,108.77915939914276,13.32,VNSGN-USCHI,26.64375,77.4375,22.29375,1015.275,23.83125,0.0,GOOD
2024-02-02 12:35:52+00:00,24.780956619149176,89.02778607847199,385.8268208059889,20.06023292148909,Good,TRIP_00030,Banana,11.898895612786138,108.77915939914276,13.32,VNSGN-USCHI,26.64375,77.4375,22.29375,1015.275,23.83125,0.0,GOOD
2024-02-02 12:45:52+00:00,24.674863029205,89.44310098306468,386.66458919507215,19.766296820685994,Good,TRIP_00030,Banana,11.898895612786138,108.77915939914276,13.32,VNSGN-USCHI,26.64375,77.4375,22.29375,1015.275,23.83125,0.0,GOOD
2024-02-02 12:55:52+00:00,24.57800653769673,89.2227534506407,387.5269108095592,18.53824334396428,Good,TRIP_00030,Banana,11.898895612786138,108.77915939914276,13.32,VNSGN-USCHI,26.64375,77.4375,22.29375,1015.275,23.83125,0.0,GOOD
2024-02-02 13:05:52+00:00,24.65988369952185,88.12835737639412,388.3438576165463,21.06947795204087,Good,TRIP_00030,Banana,11.898895612786138,108.77915939914276,13.32,VNSGN-USCHI,26.64375,77.4375,22.29375,1015.275,23.83125,0.0,GOOD
2024-02-02 13:15:52+00:00,24.848282701604084,89.73912605741123,389.098018952014,19.12053215975324,Good,TRIP_00030,Banana,11.898895612786138,108.77915939914276,13.32,VNSGN-USCHI,26.64375,77.4375,22.29375,1015.275,23.83125,0.0,GOOD
2024-02-02 13:25:52+00:00,24.52924892396168,88.20676819078683,390.0757270063159,19.577822825049005,Good,TRIP_00030,Banana,12.068635932647842,108.93612198172684,13.74,VNSGN-USCHI,26.578125,77.78125,22.303125,1015.2125,23.684375000000003,0.0,GOOD
2024-02-02 13:35:52+00:00,24.439870594633987,89.42597223378235,390.9645296190716,20.768339454305003,Good,TRIP_00030,Banana,12.068635932647842,108.93612198172684,13.74,VNSGN-USCHI,26.578125,77.78125,22.303125,1015.2125,23.684375000000003,0.0,GOOD
2024-02-02 13:45:52+00:00,24.690295114914942,88.44788910572643,391.7429371342509,20.761571841297595,Good,TRIP_00030,Banana,12.068635932647842,108.93612198172684,13.74,VNSGN-USCHI,26.578125,77.78125,22.303125,1015.2125,23.684375000000003,0.0,GOOD
2024-02-02 13:55:52+00:00,24.35740399364653,89.02870647387819,392.7121521309175,19.15589226759125,Good,TRIP_00030,Banana,12.068635932647842,108.93612198172684,13.74,VNSGN-USCHI,26.578125,77.78125,22.303125,1015.2125,23.684375000000003,0.0,GOOD
2024-02-02 14:05:52+00:00,24.561789326238912,89.0228039199628,393.5187454004624,20.38917957614454,Good,TRIP_00030,Banana,12.068635932647842,108.93612198172684,13.74,VNSGN-USCHI,26.578125,77.78125,22.303125,1015.2125,23.684375000000003,0.0,GOOD
2024-02-02 14:15:52+00:00,24.56792016535056,89.42178701139017,394.281897389543,18.933678521760037,Good,TRIP_00030,Banana,12.068635932647842,108.93612198172684,13.74,VNSGN-USCHI,26.578125,77.78125,22.303125,1015.2125,23.684375000000003,0.0,GOOD
2024-02-02 14:25:52+00:00,24.47027619264768,89.71837733627477,346.9969765937521,19.29830002299217,Good,TRIP_00030,Banana,12.216072536329117,109.10278173427908,13.19,VNSGN-USCHI,26.5125,78.125,22.3125,1015.15,23.5375,0.0,GOOD
2024-02-02 14:35:52+00:00,24.52567678808341,88.63128526676161,347.7262249117574,20.46272431364112,Good,TRIP_00030,Banana,12.216072536329117,109.10278173427908,13.19,VNSGN-USCHI,26.5125,78.125,22.3125,1015.15,23.5375,0.0,GOOD
2024-02-02 14:45:52+00:00,24.411601050990672,88.72078981528362,348.4257737627099,19.201764781968468,Good,TRIP_00030,Banana,12.216072536329117,109.10278173427908,13.19,VNSGN-USCHI,26.5125,78.125,22.3125,1015.15,23.5375,0.0,GOOD
2024-02-02 14:55:52+00:00,24.505722953844035,88.16994128972183,349.10984695960167,21.72774762743426,Good,TRIP_00030,Banana,12.216072536329117,109.10278173427908,13.19,VNSGN-USCHI,26.5125,78.125,22.3125,1015.15,23.5375,0.0,GOOD
2024-02-02 15:05:52+00:00,24.46552373967697,88.79822252157655,349.7701487618926,21.684684964605623,Good,TRIP_00030,Banana,12.216072536329117,109.10278173427908,13.19,VNSGN-USCHI,26.5125,78.125,22.3125,1015.15,23.5375,0.0,GOOD
2024-02-02 15:15:52+00:00,24.53734653381764,89.51857923247232,350.4865003920088,19.690256896517397,Good,TRIP_00030,Banana,12.216072536329117,109.10278173427908,13.19,VNSGN-USCHI,26.5125,78.125,22.3125,1015.15,23.5375,0.0,GOOD
2024-02-02 15:25:52+00:00,24.50623859042016,89.76355062994624,351.4634520721499,19.38421415523229,Good,TRIP_00030,Banana,12.37700655962925,109.26095047218384,13.4,VNSGN-USCHI,26.446875,78.46875,22.321875,1015.0875,23.390625,0.0,GOOD
2024-02-02 15:35:52+00:00,24.537718687641053,89.61625710586813,352.2483478362863,20.21868309227614,Good,TRIP_00030,Banana,12.37700655962925,109.26095047218384,13.4,VNSGN-USCHI,26.446875,78.46875,22.321875,1015.0875,23.390625,0.0,GOOD
2024-02-02 15:45:52+00:00,24.67148212213129,89.1126176764028,353.1624367327802,20.16642953580316,Good,TRIP_00030,Banana,12.37700655962925,109.26095047218384,13.4,VNSGN-USCHI,26.446875,78.46875,22.321875,1015.0875,23.390625,0.0,GOOD
2024-02-02 15:55:52+00:00,24.59669280762165,89.40642823211905,353.9320465129059,18.64927804705849,Good,TRIP_00030,Banana,12.37700655962925,109.26095047218384,13.4,VNSGN-USCHI,26.446875,78.46875,22.321875,1015.0875,23.390625,0.0,GOOD
2024-02-02 16:05:52+00:00,24.436249755807243,88.61045988537606,354.6982774551242,19.12789623459644,Good,TRIP_00030,Banana,12.37700655962925,109.26095047218384,13.4,VNSGN-USCHI,26.446875,78.46875,22.321875,1015.0875,23.390625,0.0,GOOD
