trip_id,carrier,start_time,end_time,duration_hours,origin,destination,product_id,unit_quantity,weight,service_level,priority,plant_code,expected_delay_min,target_temp_c,distance_km,trip_id_raw,fruit_cate,Route,tpt_days,start_month,start_year,year_month
TRIP_87664,V444_1,2024-02-15 04:21:07+00:00,2024-03-24 23:21:07+00:00,931.0,VNSGN,USMIA,1001,424,4.32,DTD,low,PLANT03,3,13.0,37240.0,1447150973.7,Banana,VNSGN-USMIA,38.79,2,2024,2024-02
TRIP_17102,V444_0,2024-02-15 04:24:52+00:00,2024-03-22 21:24:52+00:00,881.0,VNHPH,USMIA,1004,417,0.3954979850502163,DTP,low,PLANT03,0,7.0,35240.0,1447184701.7,Pineapple,VNHPH-USMIA,36.71,2,2024,2024-02
TRIP_100532,V444_1,2024-02-15 04:25:58+00:00,2024-02-21 17:25:58+00:00,157.0,VNSGN,KRPUS,1004,720,37.6764705882353,DTD,low,PLANT03,7,7.0,6280.0,1447158698.7,Pineapple,VNSGN-KRPUS,6.54,2,2024,2024-02
TRIP_66432,V444_1,2024-02-15 04:28:48+00:00,2024-02-26 02:28:48+00:00,262.0,VNDAD,KRPUS,1001,249,1.6747232472324725,DTD,low,PLANT12,0,13.0,10480.0,1447368586.7,Banana,VNDAD-KRPUS,10.92,2,2024,2024-02
TRIP_45009,V444_0,2024-02-15 04:31:47+00:00,2024-02-22 09:31:47+00:00,173.0,VNSGN,KRINC,1001,1228,3.60658543456824,DTP,low,PLANT03,0,13.0,6920.0,1447348970.7,Banana,VNSGN-KRINC,7.21,2,2024,2024-02
TRIP_47193,V444_0,2024-02-15 04:36:05+00:00,2024-02-22 13:36:05+00:00,177.0,VNDAD,KRPUS,1003,5273,4.254771852032805,DTP,low,PLANT03,5,2.0,7080.0,1447252458.7,Orange,VNDAD-KRPUS,7.38,2,2024,2024-02
TRIP_126895,V444_1,2024-02-15 04:38:57+00:00,2024-02-26 01:38:57+00:00,261.0,VNSGN,KRPUS,1001,785,49.21704643092323,DTD,low,PLANT03,5,13.0,10440.0,1447151459.7,Banana,VNSGN-KRPUS,10.88,2,2024,2024-02
TRIP_07504,V444_0,2024-02-15 04:49:00+00:00,2024-02-25 09:49:00+00:00,245.0,VNSGN,KRPUS,1001,357,1.1358673112908946,DTP,high,PLANT03,1,13.0,9800.0,1447300025.7,Banana,VNSGN-KRPUS,10.21,2,2024,2024-02
TRIP_124107,V444_1,2024-02-15 04:49:34+00:00,2024-02-21 16:49:34+00:00,156.0,VNHPH,CNQZH,1001,282,3.654040883320759,DTD,low,PLANT03,7,13.0,6240.0,1447387191.7,Banana,VNHPH-CNQZH,6.5,2,2024,2024-02
TRIP_126079,V444_1,2024-02-15 04:53:20+00:00,2024-02-21 13:53:20+00:00,153.0,VNSGN,KRINC,1003,377,5.472457736418781,DTD,high,PLANT03,0,2.0,6120.0,1447417929.7,Orange,VNSGN-KRINC,6.38,2,2024,2024-02
TRIP_89906,V444_1,2024-02-15 04:56:57+00:00,2024-02-22 05:56:57+00:00,169.0,VNHPH,CNQZH,1001,261,0.5432306644467989,DTD,low,PLANT03,2,13.0,6760.0,1447205714.7,Banana,VNHPH-CNQZH,7.04,2,2024,2024-02
TRIP_79282,V444_1,2024-02-15 05:11:46+00:00,2024-02-23 01:11:46+00:00,188.0,VNSGN,KRINC,1002,674,9.957588772956944,DTD,high,PLANT03,4,12.0,7520.0,1447371435.7,Tomato,VNSGN-KRINC,7.83,2,2024,2024-02
TRIP_02890,V444_0,2024-02-15 05:24:15+00:00,2024-03-24 13:24:15+00:00,920.0,VNSGN,USMIA,1004,29043,52.6914856040445,DTP,high,PLANT09,6,7.0,36800.0,1447423383.7,Pineapple,VNSGN-USMIA,38.33,2,2024,2024-02
TRIP_133488,V444_1,2024-02-15 05:27:05+00:00,2024-03-18 20:27:05+00:00,783.0,VNSGN,USCHI,1004,338,3.731790599805883,DTD,low,PLANT03,6,7.0,31320.0,1447286037.7,Pineapple,VNSGN-USCHI,32.62,2,2024,2024-02
TRIP_45682,V444_0,2024-02-15 05:36:57+00:00,2024-02-20 12:36:57+00:00,127.0,VNHPH,CNQZH,1002,3245,1.3371930688561289,DTP,low,PLANT03,3,12.0,5080.0,1447301405.7,Tomato,VNHPH-CNQZH,5.29,2,2024,2024-02
TRIP_86404,V444_1,2024-02-15 05:37:08+00:00,2024-02-21 05:37:08+00:00,144.0,VNHPH,CNSHA,1004,618,14.04482184547914,DTD,low,PLANT03,1,7.0,5760.0,1447361680.7,Pineapple,VNHPH-CNSHA,6.0,2,2024,2024-02
TRIP_09228,V444_0,2024-02-15 05:40:02+00:00,2024-02-21 04:40:02+00:00,143.0,VNSGN,CNSHA,1004,269,0.1066021580167517,DTP,low,PLANT03,9,7.0,5720.0,1447292034.7,Pineapple,VNSGN-CNSHA,5.96,2,2024,2024-02
TRIP_96399,V444_1,2024-02-15 05:40:23+00:00,2024-03-20 23:40:23+00:00,834.0,VNSGN,USMIA,1004,395,7.422744596515589,DTD,low,PLANT03,7,7.0,33360.0,1447158696.7,Pineapple,VNSGN-USMIA,34.75,2,2024,2024-02
TRIP_28062,V444_0,2024-02-15 05:43:17+00:00,2024-02-19 18:43:17+00:00,109.0,VNSGN,CNSHA,1001,286,0.375298543710548,DTP,low,PLANT03,8,13.0,4360.0,1447297175.7,Banana,VNSGN-CNSHA,4.54,2,2024,2024-02
TRIP_02499,V444_0,2024-02-15 05:43:59+00:00,2024-02-19 13:43:59+00:00,104.0,VNSGN,CNSHA,1004,271,3.6975757575757577,DTP,low,PLANT12,5,7.0,4160.0,1447402010.7,Pineapple,VNSGN-CNSHA,4.33,2,2024,2024-02
TRIP_73578,V444_1,2024-02-15 05:47:20+00:00,2024-02-19 13:47:20+00:00,104.0,VNSGN,CNSHA,1004,617,5.58,DTD,low,PLANT03,10,7.0,4160.0,1447145183.7,Pineapple,VNSGN-CNSHA,4.33,2,2024,2024-02
TRIP_81852,V444_1,2024-02-15 05:49:12+00:00,2024-03-26 21:49:12+00:00,976.0,VNSGN,USMIA,1001,334,2.3152701333659462,DTD,high,PLANT03,10,13.0,39040.0,1447189806.7,Banana,VNSGN-USMIA,40.67,2,2024,2024-02
TRIP_113466,V444_1,2024-02-15 05:59:28+00:00,2024-03-22 00:59:28+00:00,859.0,VNHPH,USMIA,1004,456,26.020000000000003,DTD,low,PLANT03,1,7.0,34360.0,1447371673.7,Pineapple,VNHPH-USMIA,35.79,2,2024,2024-02
TRIP_135448,V444_1,2024-02-15 06:04:54+00:00,2024-02-21 21:04:54+00:00,159.0,VNHPH,CNQZH,1002,796,37.99313593656914,DTD,high,PLANT03,6,12.0,6360.0,1447243008.7,Tomato,VNHPH-CNQZH,6.62,2,2024,2024-02
TRIP_86334,V444_1,2024-02-15 06:08:10+00:00,2024-03-20 17:08:10+00:00,827.0,VNSGN,USMIA,1003,276,1.289556158183926,DTD,low,PLANT03,4,2.0,33080.0,1447320651.7,Orange,VNSGN-USMIA,34.46,2,2024,2024-02
TRIP_79945,V444_1,2024-02-15 06:15:38+00:00,2024-02-24 17:15:38+00:00,227.0,VNSGN,KRPUS,1003,494,3.479239956417742,DTD,high,PLANT03,5,2.0,9080.0,1447245106.7,Orange,VNSGN-KRPUS,9.46,2,2024,2024-02
TRIP_61016,V444_0,2024-02-15 06:41:30+00:00,2024-02-24 10:41:30+00:00,220.0,VNDAD,KRPUS,1004,22257,5.982823937752457,DTD,low,PLANT03,10,7.0,8800.0,1447213295.7,Pineapple,VNDAD-KRPUS,9.17,2,2024,2024-02
TRIP_107726,V444_1,2024-02-15 06:46:11+00:00,2024-03-18 17:46:11+00:00,779.0,VNSGN,USMIA,1001,687,11.570191230418994,DTD,low,PLANT03,6,13.0,31160.0,1447160055.7,Banana,VNSGN-USMIA,32.46,2,2024,2024-02
TRIP_30803,V444_0,2024-02-15 06:51:09+00:00,2024-03-24 06:51:09+00:00,912.0,VNSGN,USMIA,1001,5415,40.6,DTP,high,PLANT03,7,13.0,36480.0,1447238360.7,Banana,VNSGN-USMIA,38.0,2,2024,2024-02
TRIP_67730,V444_1,2024-02-15 07:04:44+00:00,2024-02-19 15:04:44+00:00,104.0,VNSGN,CNSHA,1003,289,0.307961175640305,DTD,low,PLANT03,8,2.0,4160.0,1447155209.7,Orange,VNSGN-CNSHA,4.33,2,2024,2024-02
TRIP_42796,V444_0,2024-02-15 07:12:37+00:00,2024-03-23 20:12:37+00:00,901.0,VNSGN,USMIA,1004,4691,302.76,DTP,low,PLANT03,10,7.0,36040.0,1447397658.7,Pineapple,VNSGN-USMIA,37.54,2,2024,2024-02
TRIP_72019,V444_1,2024-02-15 07:15:24+00:00,2024-02-21 15:15:24+00:00,152.0,VNSGN,KRPUS,1004,3288,9.76,DTD,low,PLANT03,4,7.0,6080.0,1447355494.7,Pineapple,VNSGN-KRPUS,6.33,2,2024,2024-02
TRIP_42927,V444_0,2024-02-15 07:26:42+00:00,2024-02-22 13:26:42+00:00,174.0,VNSGN,KRPUS,1004,422,0.4142341178370601,DTP,low,PLANT03,0,7.0,6960.0,1447286562.7,Pineapple,VNSGN-KRPUS,7.25,2,2024,2024-02
TRIP_45260,V444_0,2024-02-15 07:28:52+00:00,2024-02-25 09:28:52+00:00,242.0,VNSGN,KRPUS,1001,2846,6.920000000000001,DTP,high,PLANT03,6,13.0,9680.0,1447152805.7,Banana,VNSGN-KRPUS,10.08,2,2024,2024-02
TRIP_39649,V444_0,2024-02-15 07:34:03+00:00,2024-02-19 21:34:03+00:00,110.0,VNHPH,CNSHA,1003,344,0.3086047330609938,DTP,low,PLANT03,8,2.0,4400.0,1447386481.7,Orange,VNHPH-CNSHA,4.58,2,2024,2024-02
TRIP_14457,V444_0,2024-02-15 07:52:06+00:00,2024-02-24 01:52:06+00:00,210.0,VNSGN,KRPUS,1001,242,0.126920245398773,DTP,low,PLANT03,6,13.0,8400.0,1447246607.7,Banana,VNSGN-KRPUS,8.75,2,2024,2024-02
TRIP_107411,V444_1,2024-02-15 07:53:30+00:00,2024-02-23 02:53:30+00:00,187.0,VNSGN,KRPUS,1003,5324,21.80920670304411,DTD,low,PLANT03,7,2.0,7480.0,1447288236.7,Orange,VNSGN-KRPUS,7.79,2,2024,2024-02
TRIP_103186,V444_1,2024-02-15 07:54:06+00:00,2024-03-24 22:54:06+00:00,927.0,VNSGN,USCHI,1002,499,1.4207626328230445,DTD,low,PLANT03,8,12.0,37080.0,1447242880.7,Tomato,VNSGN-USCHI,38.62,2,2024,2024-02
TRIP_09217,V444_0,2024-02-15 08:07:57+00:00,2024-02-20 15:07:57+00:00,127.0,VNHPH,CNQZH,1003,366,7.675355377206127,DTP,low,PLANT03,7,2.0,5080.0,1447308358.7,Orange,VNHPH-CNQZH,5.29,2,2024,2024-02
TRIP_96646,V444_1,2024-02-15 08:12:14+00:00,2024-03-26 17:12:14+00:00,969.0,VNSGN,USMIA,1003,746,40.03686518645397,DTD,high,PLANT03,8,2.0,38760.0,1447144473.7,Orange,VNSGN-USMIA,40.38,2,2024,2024-02
TRIP_18308,V444_0,2024-02-15 08:14:55+00:00,2024-02-25 05:14:55+00:00,237.0,VNSGN,KRPUS,1003,447,4.14,DTP,low,PLANT03,1,2.0,9480.0,1447172388.7,Orange,VNSGN-KRPUS,9.88,2,2024,2024-02
TRIP_18188,V444_0,2024-02-15 08:24:02+00:00,2024-03-22 21:24:02+00:00,877.0,VNSGN,USCHI,1004,288,2.26,DTP,low,PLANT03,7,7.0,35080.0,1447400259.7,Pineapple,VNSGN-USCHI,36.54,2,2024,2024-02
TRIP_80579,V444_1,2024-02-15 08:30:32+00:00,2024-02-24 08:30:32+00:00,216.0,VNSGN,KRINC,1001,991,14.82031427132603,DTD,low,PLANT03,7,13.0,8640.0,1447405823.7,Banana,VNSGN-KRINC,9.0,2,2024,2024-02
TRIP_92273,V444_1,2024-02-15 08:38:41+00:00,2024-02-23 01:38:41+00:00,185.0,VNSGN,CNSHA,1003,1633,8.760727856827405,DTD,low,PLANT03,6,2.0,7400.0,1447145988.7,Orange,VNSGN-CNSHA,7.71,2,2024,2024-02
TRIP_02779,V444_0,2024-02-15 08:46:03+00:00,2024-02-20 17:46:03+00:00,129.0,VNHPH,CNQZH,1002,318,6.1,DTP,low,PLANT12,0,12.0,5160.0,1447171024.7,Tomato,VNHPH-CNQZH,5.38,2,2024,2024-02
TRIP_118570,V444_1,2024-02-15 08:51:19+00:00,2024-02-22 18:51:19+00:00,178.0,VNDAD,KRPUS,1003,393,15.440280187998074,DTD,low,PLANT03,7,2.0,7120.0,1447154199.7,Orange,VNDAD-KRPUS,7.42,2,2024,2024-02
TRIP_37473,V444_0,2024-02-15 09:11:03+00:00,2024-03-24 02:11:03+00:00,905.0,VNSGN,USCHI,1004,4973,89.46,DTP,low,PLANT03,7,7.0,36200.0,1447408912.7,Pineapple,VNSGN-USCHI,37.71,2,2024,2024-02
TRIP_08601,V444_0,2024-02-15 09:17:59+00:00,2024-02-23 01:17:59+00:00,184.0,VNHPH,CNSHA,1002,268,0.9155727294679412,DTP,low,PLANT03,10,12.0,7360.0,1447366019.7,Tomato,VNHPH-CNSHA,7.67,2,2024,2024-02
TRIP_17641,V444_0,2024-02-15 09:21:46+00:00,2024-02-19 15:21:46+00:00,102.0,VNSGN,CNSHA,1002,336,8.14,DTP,low,PLANT03,5,12.0,4080.0,1447418040.7,Tomato,VNSGN-CNSHA,4.25,2,2024,2024-02
TRIP_79601,V444_1,2024-02-15 09:26:27+00:00,2024-03-21 08:26:27+00:00,839.0,VNHPH,USMIA,1003,367,1.0787387837370022,DTD,low,PLANT03,1,2.0,33560.0,1447371336.7,Orange,VNHPH-USMIA,34.96,2,2024,2024-02
TRIP_72545,V444_1,2024-02-15 09:37:13+00:00,2024-03-22 02:37:13+00:00,857.0,VNSGN,USMIA,1003,307,0.5226430689789573,DTD,high,PLANT03,10,2.0,34280.0,1447170836.7,Orange,VNSGN-USMIA,35.71,2,2024,2024-02
TRIP_40406,V444_0,2024-02-15 09:56:15+00:00,2024-02-24 16:56:15+00:00,223.0,VNSGN,KRPUS,1003,531,2.544155265459706,DTP,high,PLANT03,2,2.0,8920.0,1447367087.7,Orange,VNSGN-KRPUS,9.29,2,2024,2024-02
TRIP_100417,V444_1,2024-02-15 10:05:23+00:00,2024-03-21 09:05:23+00:00,839.0,VNHPH,USMIA,1002,449,11.70294117647059,DTD,low,PLANT03,0,12.0,33560.0,1447179951.7,Tomato,VNHPH-USMIA,34.96,2,2024,2024-02
TRIP_29022,V444_0,2024-02-15 10:06:18+00:00,2024-02-23 11:06:18+00:00,193.0,VNSGN,KRINC,1002,306,2.7297909224637675,DTP,high,PLANT03,10,12.0,7720.0,1447364483.7,Tomato,VNSGN-KRINC,8.04,2,2024,2024-02
TRIP_60477,V444_0,2024-02-15 10:25:36+00:00,2024-02-20 15:25:36+00:00,125.0,VNSGN,CNSHA,1004,24282,39.07623800337042,DTP,low,PLANT03,6,7.0,5000.0,1447204406.7,Pineapple,VNSGN-CNSHA,5.21,2,2024,2024-02
TRIP_30776,V444_0,2024-02-15 10:34:01+00:00,2024-02-25 12:34:01+00:00,242.0,VNSGN,KRINC,1003,5349,36.74,DTP,high,PLANT03,7,2.0,9680.0,1447196779.7,Orange,VNSGN-KRINC,10.08,2,2024,2024-02
TRIP_25458,V444_0,2024-02-15 10:42:26+00:00,2024-02-22 12:42:26+00:00,170.0,VNSGN,KRINC,1004,288,0.1199449313205543,DTP,low,PLANT03,4,7.0,6800.0,1447404097.7,Pineapple,VNSGN-KRINC,7.08,2,2024,2024-02
TRIP_97869,V444_1,2024-02-15 10:46:42+00:00,2024-03-22 10:46:42+00:00,864.0,VNHPH,USMIA,1002,917,49.97526498580886,DTD,high,PLANT03,1,12.0,34560.0,1447269651.7,Tomato,VNHPH-USMIA,36.0,2,2024,2024-02
TRIP_10314,V444_0,2024-02-15 10:48:42+00:00,2024-02-22 15:48:42+00:00,173.0,VNSGN,KRPUS,1001,304,0.7422744596515589,DTP,high,PLANT03,1,13.0,6920.0,1447384422.7,Banana,VNSGN-KRPUS,7.21,2,2024,2024-02
TRIP_62265,V444_0,2024-02-15 11:24:12+00:00,2024-02-22 21:24:12+00:00,178.0,VNSGN,KRPUS,1001,767,3.042107920985247,DTP,low,PLANT08,4,13.0,7120.0,1447276645.7,Banana,VNSGN-KRPUS,7.42,2,2024,2024-02
TRIP_99960,V444_1,2024-02-15 11:26:14+00:00,2024-02-25 14:26:14+00:00,243.0,VNSGN,KRINC,1001,327,1.8064187171916075,DTD,low,PLANT03,3,13.0,9720.0,1447219817.7,Banana,VNSGN-KRINC,10.12,2,2024,2024-02
TRIP_120556,V444_1,2024-02-15 11:29:14+00:00,2024-02-24 22:29:14+00:00,227.0,VNSGN,KRPUS,1003,254,1.9900746896440904,DTD,low,PLANT03,1,2.0,9080.0,1447402186.7,Orange,VNSGN-KRPUS,9.46,2,2024,2024-02
TRIP_51316,V444_0,2024-02-15 11:33:06+00:00,2024-02-22 12:33:06+00:00,169.0,VNSGN,CNSHA,1002,358,0.4586762279840181,DTP,low,PLANT03,0,12.0,6760.0,1447367942.7,Tomato,VNSGN-CNSHA,7.04,2,2024,2024-02
TRIP_61368,V444_0,2024-02-15 11:42:44+00:00,2024-03-24 03:42:44+00:00,904.0,VNSGN,USCHI,1003,287,0.9630508665891936,DTP,high,PLANT13,5,2.0,36160.0,1447291658.7,Orange,VNSGN-USCHI,37.67,2,2024,2024-02
TRIP_18648,V444_0,2024-02-15 11:46:04+00:00,2024-03-26 12:46:04+00:00,961.0,VNSGN,USMIA,1003,625,6.44,DTP,low,PLANT03,0,2.0,38440.0,1447283586.7,Orange,VNSGN-USMIA,40.04,2,2024,2024-02
TRIP_06562,V444_0,2024-02-15 11:51:02+00:00,2024-02-22 14:51:02+00:00,171.0,VNSGN,KRINC,1002,289,4.63306238317771,DTP,low,PLANT03,8,12.0,6840.0,1447149301.7,Tomato,VNSGN-KRINC,7.12,2,2024,2024-02
TRIP_119432,V444_1,2024-02-15 11:51:45+00:00,2024-03-21 04:51:45+00:00,833.0,VNSGN,USMIA,1003,313,1.0660215801675177,DTD,low,PLANT03,4,2.0,33320.0,1447169055.7,Orange,VNSGN-USMIA,34.71,2,2024,2024-02
TRIP_142874,V444_1,2024-02-15 11:53:20+00:00,2024-02-19 14:53:20+00:00,99.0,VNHPH,CNQZH,1004,317,1.96,DTD,low,PLANT03,2,7.0,3960.0,1447328130.7,Pineapple,VNHPH-CNQZH,4.12,2,2024,2024-02
TRIP_79302,V444_1,2024-02-15 12:09:17+00:00,2024-02-22 07:09:17+00:00,163.0,VNSGN,KRPUS,1002,874,15.627882379779647,DTD,high,PLANT03,1,12.0,6520.0,1447230929.7,Tomato,VNSGN-KRPUS,6.79,2,2024,2024-02
TRIP_119942,V444_1,2024-02-15 12:14:06+00:00,2024-02-23 17:14:06+00:00,197.0,VNDAD,KRPUS,1002,326,3.680084353310096,DTD,low,PLANT03,6,12.0,7880.0,1447251337.7,Tomato,VNDAD-KRPUS,8.21,2,2024,2024-02
TRIP_35580,V444_0,2024-02-15 12:19:09+00:00,2024-02-21 00:19:09+00:00,132.0,VNHPH,CNSHA,1002,1270,8.87914842161734,DTP,high,PLANT03,10,12.0,5280.0,1447152992.7,Tomato,VNHPH-CNSHA,5.5,2,2024,2024-02
TRIP_97917,V444_1,2024-02-15 12:32:03+00:00,2024-02-22 21:32:03+00:00,177.0,VNDAD,KRPUS,1002,338,2.2390743598835297,DTD,high,PLANT03,4,12.0,7080.0,1447269652.7,Tomato,VNDAD-KRPUS,7.38,2,2024,2024-02
TRIP_57581,V444_0,2024-02-15 12:39:17+00:00,2024-02-20 02:39:17+00:00,110.0,VNSGN,CNSHA,1004,496,18.18,DTP,high,PLANT03,3,7.0,4400.0,1447420900.7,Pineapple,VNSGN-CNSHA,4.58,2,2024,2024-02
TRIP_74308,V444_1,2024-02-15 12:39:55+00:00,2024-02-22 10:39:55+00:00,166.0,VNSGN,KRPUS,1004,785,4.8068823424832114,DTD,low,PLANT03,4,7.0,6640.0,1447382048.7,Pineapple,VNSGN-KRPUS,6.92,2,2024,2024-02
