trip_id,carrier,start_time,end_time,duration_hours,origin,destination,product_id,unit_quantity,weight,service_level,priority,plant_code,expected_delay_min,target_temp_c,distance_km,trip_id_raw,fruit_cate,Route,tpt_days,start_month,start_year,year_month
TRIP_12850,V444_0,2024-03-14 03:22:06+00:00,2024-03-24 06:22:06+00:00,243.0,VNSGN,KRINC,1003,289,0.1489595752620433,DTP,high,PLANT03,4,2.0,9720.0,1447222995.7,Orange,VNSGN-KRINC,10.12,3,2024,2024-03
TRIP_95741,V444_1,2024-03-14 03:40:33+00:00,2024-03-18 04:40:33+00:00,97.0,VNHPH,CNSHA,1001,338,0.7351720697064834,DTD,high,PLANT03,1,13.0,3880.0,1447158692.7,Banana,VNHPH-CNSHA,4.04,3,2024,2024-03
TRIP_95080,V444_1,2024-03-14 03:41:03+00:00,2024-03-18 20:41:03+00:00,113.0,VNHPH,CNSHA,1002,422,25.06151139685384,DTD,high,PLANT03,8,12.0,4520.0,1447319956.7,Tomato,VNHPH-CNSHA,4.71,3,2024,2024-03
TRIP_107760,V444_1,2024-03-14 03:42:28+00:00,2024-04-14 01:42:28+00:00,742.0,VNSGN,USMIA,1004,1122,29.515851669736065,DTD,low,PLANT03,7,7.0,29680.0,1447183918.7,Pineapple,VNSGN-USMIA,30.92,3,2024,2024-03
TRIP_12070,V444_0,2024-03-14 03:46:53+00:00,2024-04-13 18:46:53+00:00,735.0,VNSGN,USCHI,1002,309,0.176179698702282,DTP,low,PLANT03,8,12.0,29400.0,1447280064.7,Tomato,VNSGN-USCHI,30.62,3,2024,2024-03
TRIP_00207,V44_3,2024-03-14 03:48:05+00:00,2024-03-21 23:48:05+00:00,188.0,VNSGN,CNSHA,1001,5088,15.762256959612442,CRF,high,PLANT03,0,13.0,7520.0,1447340136.7,Banana,VNSGN-CNSHA,7.83,3,2024,2024-03
TRIP_03626,V444_0,2024-03-14 03:48:13+00:00,2024-03-23 12:48:13+00:00,225.0,VNSGN,KRPUS,1002,333,4.521704643092323,DTP,low,PLANT03,9,12.0,9000.0,1447327252.7,Tomato,VNSGN-KRPUS,9.38,3,2024,2024-03
TRIP_21261,V444_0,2024-03-14 03:57:19+00:00,2024-04-22 18:57:19+00:00,951.0,VNSGN,USMIA,1001,591,7.700000000000001,DTP,high,PLANT03,7,13.0,38040.0,1447278134.7,Banana,VNSGN-USMIA,39.62,3,2024,2024-03
TRIP_84149,V444_1,2024-03-14 04:07:55+00:00,2024-03-23 01:07:55+00:00,213.0,VNSGN,KRINC,1002,1141,88.44199005847031,DTD,high,PLANT03,9,12.0,8520.0,1447245126.7,Tomato,VNSGN-KRINC,8.88,3,2024,2024-03
TRIP_63286,V444_1,2024-03-14 04:12:56+00:00,2024-03-21 22:12:56+00:00,186.0,VNHPH,CNSHA,1003,253,11.8,DTD,low,PLANT12,0,2.0,7440.0,1447291369.7,Orange,VNHPH-CNSHA,7.75,3,2024,2024-03
TRIP_107994,V444_1,2024-03-14 04:25:27+00:00,2024-03-22 03:25:27+00:00,191.0,VNSGN,CNSHA,1003,487,5.103073629055895,DTD,low,PLANT03,5,2.0,7640.0,1447154919.7,Orange,VNSGN-CNSHA,7.96,3,2024,2024-03
TRIP_43115,V444_0,2024-03-14 04:38:47+00:00,2024-03-21 01:38:47+00:00,165.0,VNHPH,CNSHA,1004,389,0.4586762279840181,DTP,low,PLANT03,7,7.0,6600.0,1447266926.7,Pineapple,VNHPH-CNSHA,6.88,3,2024,2024-03
TRIP_137678,V444_1,2024-03-14 04:49:10+00:00,2024-04-16 22:49:10+00:00,810.0,VNSGN,USCHI,1004,254,0.5034384139791255,DTD,high,PLANT03,7,7.0,32400.0,1447187872.7,Pineapple,VNSGN-USCHI,33.75,3,2024,2024-03
TRIP_140534,V444_1,2024-03-14 04:50:48+00:00,2024-04-17 22:50:48+00:00,834.0,VNHPH,USMIA,1001,401,3.052953212067935,DTD,low,PLANT03,8,13.0,33360.0,1447285606.7,Banana,VNHPH-USMIA,34.75,3,2024,2024-03
TRIP_98484,V444_1,2024-03-14 05:02:56+00:00,2024-04-17 22:02:56+00:00,833.0,VNSGN,USMIA,1002,1537,94.67927914148244,DTD,low,PLANT03,1,12.0,33320.0,1447383147.7,Tomato,VNSGN-USMIA,34.71,3,2024,2024-03
TRIP_03033,V444_0,2024-03-14 05:03:23+00:00,2024-04-20 02:03:23+00:00,885.0,VNSGN,USMIA,1004,262,0.5363107886788753,DTP,low,PLANT03,1,7.0,35400.0,1447388155.7,Pineapple,VNSGN-USMIA,36.88,3,2024,2024-03
TRIP_07459,V444_0,2024-03-14 05:10:51+00:00,2024-04-20 08:10:51+00:00,891.0,VNSGN,USCHI,1001,504,4.017604749195571,DTP,high,PLANT03,5,13.0,35640.0,1447389094.7,Banana,VNSGN-USCHI,37.12,3,2024,2024-03
TRIP_67531,V444_1,2024-03-14 05:11:59+00:00,2024-03-21 21:11:59+00:00,184.0,VNHPH,CNSHA,1002,264,2.577500188845622,DTD,low,PLANT03,8,12.0,7360.0,1447269683.7,Tomato,VNHPH-CNSHA,7.67,3,2024,2024-03
TRIP_135292,V444_1,2024-03-14 05:20:46+00:00,2024-03-20 16:20:46+00:00,155.0,VNHPH,CNQZH,1002,379,7.198627187313828,DTD,low,PLANT03,4,12.0,6200.0,1447212839.7,Tomato,VNHPH-CNQZH,6.46,3,2024,2024-03
TRIP_80367,V444_1,2024-03-14 05:45:01+00:00,2024-03-24 19:45:01+00:00,254.0,VNSGN,KRINC,1004,613,6.668543249800672,DTD,low,PLANT03,3,7.0,10160.0,1447320489.7,Pineapple,VNSGN-KRINC,10.58,3,2024,2024-03
TRIP_27263,V444_0,2024-03-14 05:51:06+00:00,2024-03-22 03:51:06+00:00,190.0,VNHPH,CNSHA,1003,488,18.9,DTP,low,PLANT03,6,2.0,7600.0,1447150492.7,Orange,VNHPH-CNSHA,7.92,3,2024,2024-03
TRIP_20077,V444_0,2024-03-14 06:04:28+00:00,2024-03-21 18:04:28+00:00,180.0,VNSGN,KRINC,1001,386,0.465487313262203,DTP,low,PLANT03,2,13.0,7200.0,1447375237.7,Banana,VNSGN-KRINC,7.5,3,2024,2024-03
TRIP_62759,V444_0,2024-03-14 06:06:45+00:00,2024-03-21 17:06:45+00:00,179.0,VNHPH,CNQZH,1001,4155,21.85986929883893,DTP,low,PLANT08,9,13.0,7160.0,1447175572.7,Banana,VNHPH-CNQZH,7.46,3,2024,2024-03
TRIP_82855,V444_1,2024-03-14 06:17:08+00:00,2024-03-21 05:17:08+00:00,167.0,VNSGN,CNSHA,1002,664,27.113170720371063,DTD,low,PLANT03,9,12.0,6680.0,1447405975.7,Tomato,VNSGN-CNSHA,6.96,3,2024,2024-03
TRIP_66270,V444_1,2024-03-14 06:21:57+00:00,2024-04-16 09:21:57+00:00,795.0,VNSGN,USCHI,1002,343,9.7,DTD,low,PLANT12,1,12.0,31800.0,1447236653.7,Tomato,VNSGN-USCHI,33.12,3,2024,2024-03
TRIP_05004,V444_0,2024-03-14 06:50:23+00:00,2024-04-22 10:50:23+00:00,940.0,VNSGN,USCHI,1002,313,1.5297234676472105,DTP,low,PLANT03,8,12.0,37600.0,1447295789.7,Tomato,VNSGN-USCHI,39.17,3,2024,2024-03
TRIP_05879,V444_0,2024-03-14 06:54:17+00:00,2024-03-22 13:54:17+00:00,199.0,VNSGN,KRINC,1002,276,0.2313207826494608,DTP,high,PLANT03,7,12.0,7960.0,1447156516.7,Tomato,VNSGN-KRINC,8.29,3,2024,2024-03
TRIP_49798,V444_0,2024-03-14 06:56:10+00:00,2024-03-24 04:56:10+00:00,238.0,VNSGN,KRPUS,1003,1093,4.0,DTP,low,PLANT03,7,2.0,9520.0,1447161663.7,Orange,VNSGN-KRPUS,9.92,3,2024,2024-03
TRIP_58683,V444_0,2024-03-14 07:25:40+00:00,2024-04-20 10:25:40+00:00,891.0,VNHPH,USMIA,1003,309,6.52,DTP,low,PLANT03,5,2.0,35640.0,1447146566.7,Orange,VNHPH-USMIA,37.12,3,2024,2024-03
TRIP_50862,V444_0,2024-03-14 07:28:00+00:00,2024-03-19 06:28:00+00:00,119.0,VNSGN,CNSHA,1003,545,26.64706207659339,DTP,low,PLANT03,0,2.0,4760.0,1447295786.7,Orange,VNSGN-CNSHA,4.96,3,2024,2024-03
TRIP_53056,V444_0,2024-03-14 07:35:22+00:00,2024-04-15 12:35:22+00:00,773.0,VNSGN,USMIA,1002,441,8.403621533442086,DTP,high,PLANT03,1,12.0,30920.0,1447198422.7,Tomato,VNSGN-USMIA,32.21,3,2024,2024-03
TRIP_54294,V444_0,2024-03-14 07:36:01+00:00,2024-03-19 13:36:01+00:00,126.0,VNSGN,CNSHA,1002,302,0.289150978311826,DTP,high,PLANT03,4,12.0,5040.0,1447323793.7,Tomato,VNSGN-CNSHA,5.25,3,2024,2024-03
TRIP_07605,V444_0,2024-03-14 07:40:36+00:00,2024-03-22 00:40:36+00:00,185.0,VNHPH,CNSHA,1002,303,0.5215904464649206,DTP,low,PLANT03,3,12.0,7400.0,1447395057.7,Tomato,VNHPH-CNSHA,7.71,3,2024,2024-03
TRIP_139921,V444_1,2024-03-14 07:47:53+00:00,2024-03-21 00:47:53+00:00,161.0,VNSGN,CNSHA,1001,332,0.9427008965683156,DTD,high,PLANT03,5,13.0,6440.0,1447252593.7,Banana,VNSGN-CNSHA,6.71,3,2024,2024-03
TRIP_107365,V444_1,2024-03-14 07:48:28+00:00,2024-03-20 17:48:28+00:00,154.0,VNSGN,CNSHA,1003,574,1.4285524021826468,DTD,low,PLANT03,2,2.0,6160.0,1447269756.7,Orange,VNSGN-CNSHA,6.42,3,2024,2024-03
TRIP_00578,V44_3,2024-03-14 07:51:59+00:00,2024-03-24 11:51:59+00:00,244.0,VNSGN,KRINC,1004,3319,1.3371930688561289,CRF,high,PLANT03,4,7.0,9760.0,1447221386.7,Pineapple,VNSGN-KRINC,10.17,3,2024,2024-03
TRIP_44733,V444_0,2024-03-14 07:56:15+00:00,2024-03-21 21:56:15+00:00,182.0,VNSGN,CNSHA,1001,2062,58.73709882738383,DTP,high,PLANT03,3,13.0,7280.0,1447200005.7,Banana,VNSGN-CNSHA,7.58,3,2024,2024-03
TRIP_110339,V444_1,2024-03-14 08:00:12+00:00,2024-03-20 18:00:12+00:00,154.0,VNHPH,CNSHA,1002,290,0.4859536007846001,DTD,low,PLANT03,0,12.0,6160.0,1447318467.7,Tomato,VNHPH-CNSHA,6.42,3,2024,2024-03
TRIP_63403,V444_1,2024-03-14 08:16:25+00:00,2024-03-20 08:16:25+00:00,144.0,VNHPH,CNSHA,1003,433,29.0,DTD,low,PLANT12,6,2.0,5760.0,1447386393.7,Orange,VNHPH-CNSHA,6.0,3,2024,2024-03
TRIP_126511,V444_1,2024-03-14 08:25:07+00:00,2024-03-24 12:25:07+00:00,244.0,VNSGN,KRPUS,1002,373,9.043409286184646,DTD,low,PLANT03,3,12.0,9760.0,1447320863.7,Tomato,VNSGN-KRPUS,10.17,3,2024,2024-03
TRIP_50423,V444_0,2024-03-14 08:33:22+00:00,2024-03-20 10:33:22+00:00,146.0,VNSGN,CNSHA,1003,310,4.300859598853869,DTP,high,PLANT03,4,2.0,5840.0,1447326661.7,Orange,VNSGN-CNSHA,6.08,3,2024,2024-03
TRIP_16242,V444_0,2024-03-14 08:41:15+00:00,2024-03-21 00:41:15+00:00,160.0,VNSGN,KRPUS,1003,363,1.2898659126151597,DTP,low,PLANT03,10,2.0,6400.0,1447232844.7,Orange,VNSGN-KRPUS,6.67,3,2024,2024-03
TRIP_142227,V444_1,2024-03-14 08:50:31+00:00,2024-03-22 05:50:31+00:00,189.0,VNSGN,KRPUS,1003,352,1.038602655850815,DTD,low,PLANT03,1,2.0,7560.0,1447371669.7,Orange,VNSGN-KRPUS,7.88,3,2024,2024-03
TRIP_93269,V444_1,2024-03-14 08:53:00+00:00,2024-04-17 20:53:00+00:00,828.0,VNHPH,USMIA,1002,906,3.0314946302652697,DTD,low,PLANT03,5,12.0,33120.0,1447178781.7,Tomato,VNHPH-USMIA,34.5,3,2024,2024-03
TRIP_63274,V444_1,2024-03-14 08:53:25+00:00,2024-03-24 17:53:25+00:00,249.0,VNSGN,KRPUS,1001,253,11.8,DTD,low,PLANT12,2,13.0,9960.0,1447291369.7,Banana,VNSGN-KRPUS,10.38,3,2024,2024-03
TRIP_21393,V444_0,2024-03-14 08:54:48+00:00,2024-03-20 20:54:48+00:00,156.0,VNHPH,CNQZH,1004,621,4.13363401254597,DTP,low,PLANT03,5,7.0,6240.0,1447321357.7,Pineapple,VNHPH-CNQZH,6.5,3,2024,2024-03
TRIP_142025,V444_1,2024-03-14 09:25:36+00:00,2024-03-21 14:25:36+00:00,173.0,VNSGN,CNSHA,1001,269,0.6924017705672101,DTD,low,PLANT03,10,13.0,6920.0,1447185420.7,Banana,VNSGN-CNSHA,7.21,3,2024,2024-03
TRIP_09705,V444_0,2024-03-14 09:26:11+00:00,2024-03-23 06:26:11+00:00,213.0,VNSGN,KRINC,1002,274,0.7960298758576363,DTP,low,PLANT03,9,12.0,8520.0,1447386861.7,Tomato,VNSGN-KRINC,8.88,3,2024,2024-03
TRIP_130052,V444_1,2024-03-14 09:30:42+00:00,2024-04-15 14:30:42+00:00,773.0,VNSGN,USCHI,1003,477,17.6179698702282,DTD,low,PLANT03,3,2.0,30920.0,1447162462.7,Orange,VNSGN-USCHI,32.21,3,2024,2024-03
TRIP_82142,V444_1,2024-03-14 09:30:46+00:00,2024-03-23 13:30:46+00:00,220.0,VNSGN,KRINC,1003,392,9.3497636045708,DTD,high,PLANT03,10,2.0,8800.0,1447405820.7,Orange,VNSGN-KRINC,9.17,3,2024,2024-03
TRIP_35528,V444_0,2024-03-14 09:34:04+00:00,2024-03-22 05:34:04+00:00,188.0,VNSGN,CNSHA,1003,1294,8.87914842161734,DTP,high,PLANT03,9,2.0,7520.0,1447152993.7,Orange,VNSGN-CNSHA,7.83,3,2024,2024-03
TRIP_105785,V444_1,2024-03-14 09:45:16+00:00,2024-03-24 02:45:16+00:00,233.0,VNSGN,KRPUS,1004,8279,12.58,DTD,low,PLANT03,5,7.0,9320.0,1447182913.7,Pineapple,VNSGN-KRPUS,9.71,3,2024,2024-03
TRIP_84629,V444_1,2024-03-14 10:14:12+00:00,2024-03-19 03:14:12+00:00,113.0,VNSGN,CNSHA,1002,635,23.59196048504993,DTD,low,PLANT03,5,12.0,4520.0,1447361679.7,Tomato,VNSGN-CNSHA,4.71,3,2024,2024-03
TRIP_30926,V444_0,2024-03-14 10:18:04+00:00,2024-03-22 13:18:04+00:00,195.0,VNSGN,KRINC,1003,514,3.16,DTP,high,PLANT03,1,2.0,7800.0,1447149341.7,Orange,VNSGN-KRINC,8.12,3,2024,2024-03
TRIP_53360,V444_0,2024-03-14 10:31:39+00:00,2024-03-20 11:31:39+00:00,145.0,VNDAD,KRPUS,1002,305,0.6269900866212035,DTP,high,PLANT03,10,12.0,5800.0,1447160032.7,Tomato,VNDAD-KRPUS,6.04,3,2024,2024-03
TRIP_23707,V444_0,2024-03-14 10:33:08+00:00,2024-04-14 01:33:08+00:00,735.0,VNSGN,USMIA,1001,278,1.4609921790619929,DTP,high,PLANT03,3,13.0,29400.0,1447165524.7,Banana,VNSGN-USMIA,30.62,3,2024,2024-03
TRIP_19107,V444_0,2024-03-14 10:38:59+00:00,2024-03-23 17:38:59+00:00,223.0,VNSGN,KRINC,1002,30131,350.96,DTP,high,PLANT03,5,12.0,8920.0,1447301451.7,Tomato,VNSGN-KRINC,9.29,3,2024,2024-03
TRIP_78319,V444_1,2024-03-14 10:40:03+00:00,2024-03-18 23:40:03+00:00,109.0,VNHPH,CNQZH,1003,273,0.7468191579717708,DTD,low,PLANT03,5,2.0,4360.0,1447223638.7,Orange,VNHPH-CNQZH,4.54,3,2024,2024-03
TRIP_48768,V444_0,2024-03-14 10:55:59+00:00,2024-03-19 09:55:59+00:00,119.0,VNHPH,CNQZH,1003,3248,25.2,DTP,low,PLANT03,8,2.0,4760.0,1447163440.7,Orange,VNHPH-CNQZH,4.96,3,2024,2024-03
TRIP_30708,V444_0,2024-03-14 10:58:58+00:00,2024-03-19 03:58:58+00:00,113.0,VNSGN,CNSHA,1003,5363,42.628797434841,DTP,low,PLANT03,4,2.0,4520.0,1447401987.7,Orange,VNSGN-CNSHA,4.71,3,2024,2024-03
TRIP_126682,V444_1,2024-03-14 11:07:57+00:00,2024-03-19 07:07:57+00:00,116.0,VNHPH,CNQZH,1001,821,49.93006921677863,DTD,high,PLANT03,3,13.0,4640.0,1447338041.7,Banana,VNHPH-CNQZH,4.83,3,2024,2024-03
TRIP_80353,V444_1,2024-03-14 11:20:10+00:00,2024-04-18 18:20:10+00:00,847.0,VNHPH,USMIA,1004,613,6.281961032420923,DTD,high,PLANT03,0,7.0,33880.0,1447306329.7,Pineapple,VNHPH-USMIA,35.29,3,2024,2024-03
TRIP_63934,V444_1,2024-03-14 11:24:23+00:00,2024-03-20 16:24:23+00:00,149.0,VNSGN,CNSHA,1001,349,11.8,DTD,high,PLANT12,3,13.0,5960.0,1447386389.7,Banana,VNSGN-CNSHA,6.21,3,2024,2024-03
TRIP_79317,V444_1,2024-03-14 11:29:17+00:00,2024-03-24 13:29:17+00:00,242.0,VNSGN,KRINC,1002,874,15.627882379779647,DTD,high,PLANT03,5,12.0,9680.0,1447230929.7,Tomato,VNSGN-KRINC,10.08,3,2024,2024-03
TRIP_15124,V444_0,2024-03-14 11:34:18+00:00,2024-03-23 04:34:18+00:00,209.0,VNSGN,KRINC,1003,259,0.8208686604628171,DTP,low,PLANT03,4,2.0,8360.0,1447239933.7,Orange,VNSGN-KRINC,8.71,3,2024,2024-03
TRIP_125462,V444_1,2024-03-14 11:39:47+00:00,2024-04-22 12:39:47+00:00,937.0,VNSGN,USCHI,1003,319,0.9120762894031302,DTD,low,PLANT03,2,2.0,37480.0,1447237016.7,Orange,VNSGN-USCHI,39.04,3,2024,2024-03
TRIP_54919,V444_0,2024-03-14 11:40:08+00:00,2024-03-21 23:40:08+00:00,180.0,VNSGN,CNSHA,1002,795,24.06,DTP,low,PLANT03,6,12.0,7200.0,1447421381.7,Tomato,VNSGN-CNSHA,7.5,3,2024,2024-03
TRIP_133406,V444_1,2024-03-14 11:45:53+00:00,2024-03-25 02:45:53+00:00,255.0,VNSGN,KRINC,1004,334,7.463581199611766,DTD,low,PLANT03,2,7.0,10200.0,1447191225.7,Pineapple,VNSGN-KRINC,10.62,3,2024,2024-03
TRIP_19501,V444_0,2024-03-14 12:01:12+00:00,2024-03-21 08:01:12+00:00,164.0,VNSGN,CNSHA,1001,20317,236.14,DTP,low,PLANT03,4,13.0,6560.0,1447384158.7,Banana,VNSGN-CNSHA,6.83,3,2024,2024-03
TRIP_30466,V444_0,2024-03-14 12:08:11+00:00,2024-03-20 21:08:11+00:00,153.0,VNSGN,KRINC,1004,557,2.6475911227946014,DTP,high,PLANT03,3,7.0,6120.0,1447287921.7,Pineapple,VNSGN-KRINC,6.38,3,2024,2024-03
TRIP_19451,V444_0,2024-03-14 12:10:18+00:00,2024-04-14 08:10:18+00:00,740.0,VNHPH,USMIA,1002,60306,783.52,DTP,low,PLANT03,4,12.0,29600.0,1447296246.7,Tomato,VNHPH-USMIA,30.83,3,2024,2024-03
TRIP_45183,V444_0,2024-03-14 12:12:16+00:00,2024-03-25 06:12:16+00:00,258.0,VNSGN,KRPUS,1002,1665,4.96,DTP,high,PLANT03,0,12.0,10320.0,1447348983.7,Tomato,VNSGN-KRPUS,10.75,3,2024,2024-03
TRIP_53704,V444_0,2024-03-14 12:12:34+00:00,2024-03-21 14:12:34+00:00,170.0,VNSGN,KRINC,1004,2314,69.82442905977172,DTP,high,PLANT03,0,7.0,6800.0,1447199033.7,Pineapple,VNSGN-KRINC,7.08,3,2024,2024-03
TRIP_78196,V444_1,2024-03-14 12:14:20+00:00,2024-04-22 15:14:20+00:00,939.0,VNSGN,USMIA,1003,274,0.8574590332268479,DTD,low,PLANT03,3,2.0,37560.0,1447230846.7,Orange,VNSGN-USMIA,39.12,3,2024,2024-03
TRIP_60731,V444_0,2024-03-14 12:14:36+00:00,2024-04-19 19:14:36+00:00,871.0,VNSGN,USCHI,1003,7500,9.286467448480993,DTP,low,PLANT03,2,2.0,34840.0,1447299255.7,Orange,VNSGN-USCHI,36.29,3,2024,2024-03
TRIP_34592,V444_0,2024-03-14 12:19:32+00:00,2024-04-22 23:19:32+00:00,947.0,VNHPH,USMIA,1003,336,2.24,DTP,high,PLANT03,0,2.0,37880.0,1447367929.7,Orange,VNHPH-USMIA,39.46,3,2024,2024-03
TRIP_74442,V444_1,2024-03-14 12:37:16+00:00,2024-03-22 21:37:16+00:00,201.0,VNSGN,KRINC,1002,436,1.7737185936237176,DTD,low,PLANT03,0,12.0,8040.0,1447382056.7,Tomato,VNSGN-KRINC,8.38,3,2024,2024-03
TRIP_90688,V444_1,2024-03-14 12:43:58+00:00,2024-03-18 22:43:58+00:00,106.0,VNSGN,CNSHA,1001,523,4.702425649659026,DTD,low,PLANT03,2,13.0,4240.0,1447335399.7,Banana,VNSGN-CNSHA,4.42,3,2024,2024-03
TRIP_108794,V444_1,2024-03-14 13:08:23+00:00,2024-03-23 05:08:23+00:00,208.0,VNDAD,KRPUS,1001,2428,37.28,DTD,low,PLANT03,7,13.0,8320.0,1447340650.7,Banana,VNDAD-KRPUS,8.67,3,2024,2024-03
TRIP_70283,V444_1,2024-03-14 13:11:08+00:00,2024-03-24 21:11:08+00:00,248.0,VNSGN,KRINC,1001,1374,3.346521411963369,DTD,low,PLANT03,8,13.0,9920.0,1447355495.7,Banana,VNSGN-KRINC,10.33,3,2024,2024-03
TRIP_42491,V444_0,2024-03-14 13:30:52+00:00,2024-03-19 23:30:52+00:00,130.0,VNHPH,CNSHA,1002,278,1.6477343994903375,DTP,high,PLANT03,9,12.0,5200.0,1447187325.7,Tomato,VNHPH-CNSHA,5.42,3,2024,2024-03
TRIP_81313,V444_1,2024-03-14 13:31:06+00:00,2024-03-21 03:31:06+00:00,158.0,VNSGN,KRINC,1002,482,4.310391723784202,DTD,high,PLANT03,7,12.0,6320.0,1447405785.7,Tomato,VNSGN-KRINC,6.58,3,2024,2024-03
TRIP_46437,V444_0,2024-03-14 13:40:04+00:00,2024-04-20 22:40:04+00:00,897.0,VNHPH,USMIA,1002,35321,19.3182214282967,DTP,low,PLANT03,2,12.0,35880.0,1447237855.7,Tomato,VNHPH-USMIA,37.38,3,2024,2024-03
TRIP_119740,V444_1,2024-03-14 13:54:19+00:00,2024-03-21 13:54:19+00:00,168.0,VNSGN,KRINC,1001,374,5.622351095334869,DTD,low,PLANT03,1,13.0,6720.0,1447317065.7,Banana,VNSGN-KRINC,7.0,3,2024,2024-03
TRIP_40470,V444_0,2024-03-14 14:13:35+00:00,2024-03-19 08:13:35+00:00,114.0,VNHPH,CNSHA,1004,376,2.7450346420323326,DTP,low,PLANT03,1,7.0,4560.0,1447231131.7,Pineapple,VNHPH-CNSHA,4.75,3,2024,2024-03
TRIP_00750,V44_3,2024-03-14 14:20:11+00:00,2024-03-23 01:20:11+00:00,203.0,VNSGN,KRPUS,1003,6304,9.0784087917872,CRF,high,PLANT03,0,2.0,8120.0,1447373230.7,Orange,VNSGN-KRPUS,8.46,3,2024,2024-03
TRIP_11184,V444_0,2024-03-14 14:21:30+00:00,2024-04-22 22:21:30+00:00,944.0,VNSGN,USMIA,1003,282,1.0944915472837562,DTP,low,PLANT03,2,2.0,37760.0,1447229516.7,Orange,VNSGN-USMIA,39.33,3,2024,2024-03
TRIP_29362,V444_0,2024-03-14 14:24:34+00:00,2024-03-25 08:24:34+00:00,258.0,VNDAD,KRPUS,1003,389,2.651659030650233,DTP,low,PLANT03,0,2.0,10320.0,1447218541.7,Orange,VNDAD-KRPUS,10.75,3,2024,2024-03
TRIP_101700,V444_1,2024-03-14 14:43:10+00:00,2024-03-18 17:43:10+00:00,99.0,VNHPH,CNSHA,1003,245,0.8225439476837746,DTD,low,PLANT03,9,2.0,3960.0,1447269677.7,Orange,VNHPH-CNSHA,4.12,3,2024,2024-03
TRIP_114528,V444_1,2024-03-14 15:04:51+00:00,2024-03-20 20:04:51+00:00,149.0,VNSGN,CNSHA,1001,322,7.292825223435943,DTD,low,PLANT03,10,13.0,5960.0,1447392663.7,Banana,VNSGN-CNSHA,6.21,3,2024,2024-03
TRIP_13988,V444_0,2024-03-14 15:12:26+00:00,2024-03-21 12:12:26+00:00,165.0,VNSGN,KRPUS,1002,322,1.85495509831488,DTP,high,PLANT03,0,12.0,6600.0,1447418239.7,Tomato,VNSGN-KRPUS,6.88,3,2024,2024-03
